orderId,drugbankId,name,category,chemicalFormula,smiles,description,relatedDrugs
141,DB01435,Antipyrine,Small Molecule,C11H12N2O,CN1N(C(=O)C=C1C)C1=CC=CC=C1,"An analgesic and antipyretic that has been given by mouth and as ear drops. Antipyrine is often used in testing the effects of other drugs or diseases on drug-metabolizing enzymes in the liver. (From Martindale, The Extra Pharmacopoeia, 30th ed, p29)","['DrugA', 'DrugB', 'DrugC']"
142,DB00252,Phenytoin,Small Molecule,C15H12N2O2,O=C1NC(=O)C(N1)(C1=CC=CC=C1)C1=CC=CC=C1,"Phenytoin is classified as a hydantoin derivative and despite its narrow therapeutic index, it is one of the most commonly used anticonvulsants.12,6,8 Since it's introduction about 80 years ago, phenytoin has not only been established as an effective anti-epileptic, but has also been investigated for several other indications such as bipolar disorder, retina protection, and wound healing.7,6 Clinicians are advised to initiate therapeutic drug monitoring in patients who require phenytoin since even small deviations from the recommended therapeutic range can lead to suboptimal treatment, or adverse effects.8,10 Both parenteral and oral formulations of phenytoin are available on the market.8","['DrugA', 'DrugB', 'DrugC']"
143,DB00199,Erythromycin,Small Molecule,C37H67NO13,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,"Erythromycin is a bacteriostatic antibiotic drug produced by a strain of Saccharopolyspora erythraea (formerly Streptomyces erythraeus) and belongs to the macrolide group of antibiotics which consists of Azithromycin, Clarithromycin, Spiramycin and others. It was originally discovered in 1952.20 Erythromycin is widely used for treating a variety of infections, including those caused by gram-positive and gram-negative bacteria.20,21 It is available for administration in various forms, including intravenous, topical, and eye drop preparations.20","['DrugA', 'DrugB', 'DrugC']"
144,DB00869,Dorzolamide,Small Molecule,C10H16N2O4S3,CCN[C@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O,"Dorzolamide is a non-bacteriostatic sulfonamide derivative 2 and topical carbonic anhydrase (CA) inhibitor that treats elevated intraocular pressure (IOP) associated with open-angle glaucoma and ocular hypertension.6 It works by blocking an enzyme in the ciliary process that regulates ion balance and fluid pressure in the eyes.1 Unlike oral CA inhibitors, dorzolamide has negligible effects of acid-base or electrolyte disturbances and other systemic adverse effects.2 First marketed in 1995,5 dorzolamide is available in ophthalmic solutions as monotherapy marketed as Trusopt 6 or in combination with timolol as Cosopt PF.7","['DrugA', 'DrugB', 'DrugC']"
145,DB01154,Thiamylal,Small Molecule,C12H18N2O2S,CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O,"A barbiturate that is administered intravenously for the production of complete anesthesia of short duration, for the induction of general anesthesia, or for inducing a hypnotic state. (From Martindale, The Extra Pharmacopoeia, 30th ed, p919)","['DrugA', 'DrugB', 'DrugC']"
146,DB09227,Barnidipine,Small Molecule,C27H29N3O6,COC(=O)C1=C(C)NC(C)=C([C@H]1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)O[C@H]1CCN(CC2=CC=CC=C2)C1,"Barnidipine is a long-acting novel calcium antagonist that belongs to the dihydropyridine (DHP) group of calcium channel blockers. Used in the treatment of hypertension, barnidipine displays high affinity for the calcium channels of the smooth muscle cells in the vascular wall 8 and selectivity against cardiovascular L-type calcium channels 1. Barnidipine contains two chiral centres thus can have four possible enantiomers. The active component is composed of a single optical isomer (3'S, 4S configuration), which is the most potent and longest-acting of the four enantiomers 3. Compared to several other calcium antagonists which are racemates, the barnidipine compound consisting of a single enantiomer may offer a high degree of pharmacological selectivity 3. According to a dose-ranging, multicentre, placebo-controlled, double-blind study in patients with mild to moderate hypertension, the antihypertensive response from barnidipine treatment was maintained after a 1-year and 2-year follow-up period in 91% of the patients who had an initial response to the drug 1. In two European multicentre randomized, double-blind trials, barnidipine was shown to possess equivalent antihypertensive efficacy to amlodipine and nitrendipine, but produced fewer class-specific side-effects 4. It also demonstrated clinical efficacy which is similar to that of atenolol, enalapril and hydrochlorothiazide 1.  It is available in modified-release oral tablets under the brand name Vasexten to be taken once daily in the morning. Barnidipine has a gradual onset of action and is shown to be well tolerated in patients. It does not produce reflex tachycardia 1.","['DrugA', 'DrugB', 'DrugC']"
147,DB01045,Rifampin,Small Molecule,C43H58N4O12,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(O)C(\C=N\N4CCN(C)CC4)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C,"Rifampin, also known as rifampicin, is a broad-spectrum antimicrobial 1 that was first discovered in 1965 2 and clinically used in 1968.6 Rifampin is used to treat tuberculosis and works by inhibiting the microbial DNA-dependent RNA polymerase (RNAP).6","['DrugA', 'DrugB', 'DrugC']"
148,DB06736,Aceclofenac,Small Molecule,C16H13Cl2NO4,OC(=O)COC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl,"Aceclofenac is an oral non-steroidal anti-inflammatory drug (NSAID) with marked anti-inflammatory and analgesic properties used to treat osteoarthritis, rheumatoid arthritis and ankylosing spondylitis. It is reported to have a higher anti-inflammatory action or at least comparable effects than conventional NSAIDs in double-blind studies 2,3,5. Aceclofenac potently inhibits the cyclo-oxygenase enzyme (COX) that is involved in the synthesis of prostaglandins, which are inflammatory mediators that cause pain, swelling, inflammation, and fever. Aceclofenac belongs to BCS Class II as it possesses poor aqueous solubility 2. It displays high permeability to penetrate into synovial joints where in patients with osteoarthritis and related conditions, the loss of articular cartilage in the area causes joint pain, tenderness, stiffness, crepitus, and local inflammation 1. Aceclofenac is also reported to be effective in other painful conditions such as dental and gynaecological conditions 7. In 1991, aceclofenac was developed as an analog of a commonly prescribed NSAID, Diclofenac, via chemical modification in effort to improve the gastrointestinal tolerability of the drug. It is a more commonly prescribed drug in Europe.","['DrugA', 'DrugB', 'DrugC']"
149,DB00865,Benzphetamine,Small Molecule,C17H21N,C[C@@H](CC1=CC=CC=C1)N(C)CC1=CC=CC=C1,"A sympathomimetic agent with properties similar to dextroamphetamine. It is used in the treatment of obesity. (From Martindale, The Extra Pharmacopoeia, 30th ed, p1222)","['DrugA', 'DrugB', 'DrugC']"
150,DB01320,Fosphenytoin,Small Molecule,C16H15N2O6P,OP(O)(=O)OCN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1,"Fosphenytoin is a water-soluble phenytoin prodrug used only in hospitals for the treatment of epileptic seizures. It works by slowing down impulses in the brain that cause seizures. Its main mechanism is to block frequency-dependent, use-dependent and voltage-dependent neuronal sodium channels, and therefore limit repetitive firing of action potentials.","['DrugA', 'DrugB', 'DrugC']"
151,DB06770,Benzyl alcohol,Small Molecule,C7H8O,OCC1=CC=CC=C1,Not Available,"['DrugA', 'DrugB', 'DrugC']"
152,DB06772,Cabazitaxel,Small Molecule,C45H57NO14,[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C4=CC=CC=C4)C(C)=C([C@@H](OC)C(=O)[C@]1(C)[C@H](C[C@H]1OC[C@@]21OC(C)=O)OC)C3(C)C,"Cabazitaxel is a taxoid synthesized from 10-deacetylbaccatin III, a compound isolated from the yew tree.4 As a second-generation semisynthetic microtubule inhibitor, cabazitaxel stabilizes microtubules and induces tumour cell death.2 Due to its low affinity for the P-glycoprotein (P-gp) efflux pump, cabazitaxel can more readily penetrate the blood–brain barrier compared to other taxanes like paclitaxel and docetaxel.2,3,4 Cabazitaxel is used to treat metastatic castration-resistant prostate cancer. It was first approved by the FDA on June 17, 2010.3 It was also approved by the EMA on March 17, 2011 7 and Health Canada on December 17, 2019.6","['DrugA', 'DrugB', 'DrugC']"
153,DB06777,Chenodeoxycholic acid,Small Molecule,C24H40O4,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,"Chenodeoxycholic acid (or Chenodiol) is an epimer of ursodeoxycholic acid (DB01586). Chenodeoxycholic acid is a bile acid naturally found in the body. It works by dissolving the cholesterol that makes gallstones and inhibiting production of cholesterol in the liver and absorption in the intestines, which helps to decrease the formation of gallstones. It can also reduce the amount of other bile acids that can be harmful to liver cells when levels are elevated.","['DrugA', 'DrugB', 'DrugC']"
154,DB00862,Vardenafil,Small Molecule,C23H32N6O4S,CCCC1=NC(C)=C2N1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(CC)CC1,"Vardenafil is a selective inhibitor of cyclic guanosine monophosphate (cGMP)-specific phosphodiesterase type 5 (PDE5) and an oral therapy for the treatment of erectile dysfunction.5,6 During sexual stimulation, nitric oxide (NO) is released from nerve endings and endothelial cells in the corpus cavernosum, activating the enzyme guanylate cyclase and increasing the synthesis of cGMP in the smooth muscle cells of the corpus cavernosum. PDE5 inhibitors, such as vardenafil, inhibit the degradation of cGMP and allow increased blood flow into the penis, resulting in an erection.1,5,6. Compared to sildenafil and tadalafil, vardenafil is a more potent inhibitor of PDE5; however, its selectivity for other PDE isoforms is lower than the one detected for tadalafil.4 The FDA approved the use of vardenafil for the treatment of erectile dysfunction in 2003. Although other PDE5 inhibitors such as sildenafil and tadalafil have been associated with rare cases of acute liver injury, the use of vardenafil has not been linked to hepatotoxic effects.3 The use of vardenafil as a monotherapy for the treatment of pulmonary arterial hypertension has also been evaluated.2","['DrugA', 'DrugB', 'DrugC']"
155,DB08877,Ruxolitinib,Small Molecule,C17H18N6,N#CC[C@H](C1CCCC1)N1C=C(C=N1)C1=C2C=CNC2=NC=N1,"Ruxolitinib, formerly known as INCB018424 or INC424, is an anticancer drug and a Janus kinase (JAK) inhibitor. It is a potent and selective inhibitor of JAK1 and JAK2,3 which are tyrosine kinases involved in cytokine signalling and hematopoiesis.2 Myeloproliferative neoplasms, such as myelofibrosis and polycythemia vera, are often characterized by aberrant activation of the JAK-STAT pathway, leading to abnormal blood cell counts and thrombotic complications. By inhibiting JAK1 and JAK2, ruxolitinib works to block the dysregulated cell signalling pathways and prevents abnormal blood cell proliferation.5 Due to a large number of patients with myeloproliferative neoplasms who have JAK2 mutations, ruxolitinib was the first ATP-competitive inhibitor of JAK1 and JAK2 ever developed.15 Ruxolitinib was first approved for the treatment of adult patients with myelofibrosis by the FDA in 2011, followed by EMA's approval in 2012.5 In 2014, it was approved for the treatment of polycythemia vera in adults who have an inadequate response to or are intolerant of hydroxyurea and in 2019, ruxolitinib was approved for use in steroid-refractory acute graft-versus-host disease in adults and children.19 The topical formulation of ruxolitinib is used to treat atopic dermatitis and vitiligo.23 It is being investigated for other inflammatory skin conditions.12 Ruxolitinib has been investigated to treat patients with coronavirus disease 2019 (COVID-19) accompanied by severe systemic hyperinflammation. In phase II clinical trials, ruxolitinib improved chest computed tomography and improved recovery in patients with lymphopenia.6,7 However, phase III clinical trials later determined that ruxolitinib was inadequate in meeting its primary endpoint of reducing the number of hospitalized COVID-19 patients who experienced severe complications 20 thus the drug was not approved as a treatment for COVID-19.","['DrugA', 'DrugB', 'DrugC']"
156,DB00564,Carbamazepine,Small Molecule,C15H12N2O,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C12,"Carbamazepine, also known as Tegretol, is an anticonvulsant drug and analgesic drug used to control seizures and to treat pain resulting from trigeminal neuralgia. It was initially approved by the FDA in 1965.3 Aside from the above uses, this drug is also given to control the symptoms of bipolar 1.16 Interestingly, carbamazepine was the first anticonvulsant used to treat individuals with bipolar disorder.6","['DrugA', 'DrugB', 'DrugC']"
157,DB00607,Nafcillin,Small Molecule,C21H22N2O5S,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(OCC)C=CC2=CC=CC=C12)C(O)=O,"A semi-synthetic antibiotic related to penicillin, Naficillin is a narrow-spectrum beta-lactam antibiotic drug. It is a beta-lactamase-resistant penicillin that is indicated for the treatment of Staphylococcal infections caused by strains that are resistant to other penicillins, except those caused by MRSA. It may be used as a first-line therapy in Methicillin-Sensitive Staphylococcus aureus infections 1.","['DrugA', 'DrugB', 'DrugC']"
158,DB00622,Nicardipine,Small Molecule,C26H29N3O6,COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1,A potent calcium channel blockader with marked vasodilator action. It has antihypertensive properties and is effective in the treatment of angina and coronary spasms without showing cardiodepressant effects. It has also been used in the treatment of asthma and enhances the action of specific antineoplastic agents. [PubChem],"['DrugA', 'DrugB', 'DrugC']"
159,DB01621,Pipotiazine,Small Molecule,C24H33N3O3S2,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCC(CCO)CC2)C=C1,"Pipotiazine has actions similar to those of other phenothiazines. Among the different phenothiazine derivatives, it appears to be less sedating and to have a weak propensity for causing hypotension or potentiating the effects of CNS depressants and anesthetics. However, it produces a high incidence of extra pyramidal reactions. It is used for the maintenance treatment of chronic non-agitated schizophrenic patients. Symptoms of overdose include severe extrapyramidal manifestations, hypotension, lethargy and sedation.","['DrugA', 'DrugB', 'DrugC']"
160,DB12483,Copanlisib,Small Molecule,C23H28N8O4,COC1=C(OCCCN2CCOCC2)C=CC2=C1N=C(NC(=O)C1=CN=C(N)N=C1)N1CCN=C21,"Copanlisib is a selective pan-Class I phosphoinositide 3-kinase (PI3K) inhibitor with preferential activity against the alpha and delta isoforms. PI3K, a lipid kinase that activates downstream signalling pathways involved in cell survival and growth, that exists in different isoforms and is often overexpressed in hematological malignancies.2 Copanlisib was granted accelerated approval by the FDA in September 2017 for the treatment of follicular lymphoma.1","['DrugA', 'DrugB', 'DrugC']"
161,DB00794,Primidone,Small Molecule,C12H14N2O2,CCC1(C(=O)NCNC1=O)C1=CC=CC=C1,"Primidone is an anticonvulsant used to treat essential tremor as well as grand mal, psychomotor, and focal epileptic seizures.15 Primidone was developed by J Yule Bogue and H C Carrington in 1949.10 Primidone was granted FDA Approval on 8 March 1954.15","['DrugA', 'DrugB', 'DrugC']"
162,DB00495,Zidovudine,Small Molecule,C10H13N5O4,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,"A dideoxynucleoside compound in which the 3'-hydroxy group on the sugar moiety has been replaced by an azido group. This modification prevents the formation of phosphodiester linkages which are needed for the completion of nucleic acid chains. The compound is a potent inhibitor of HIV replication, acting as a chain-terminator of viral DNA during reverse transcription. It improves immunologic function, partially reverses the HIV-induced neurological dysfunction, and improves certain other clinical abnormalities associated with AIDS. Its principal toxic effect is dose-dependent suppression of bone marrow, resulting in anemia and leukopenia. [PubChem]","['DrugA', 'DrugB', 'DrugC']"
163,DB00497,Oxycodone,Small Molecule,C18H21NO4,COC1=C2O[C@H]3C(=O)CC[C@@]4(O)[C@H]5CC(C=C1)=C2[C@@]34CCN5C,"Oxycodone is a semisynthetic opioid analgesic derived from thebaine in Germany in 1917.3 It is currently indicated as an immediate release product for moderate to severe pain and as an extended release product for chronic moderate to severe pain requiring continuous opioid analgesics for an extended period.Label The first oxycodone containing product, Percodan, was approved by the FDA on April 12, 1950.5","['DrugA', 'DrugB', 'DrugC']"
164,DB01174,Phenobarbital,Small Molecule,C12H12N2O3,CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1,"A barbituric acid derivative that acts as a nonselective central nervous system depressant. It promotes binding to inhibitory gamma-aminobutyric acid subtype receptors, and modulates chloride currents through receptor channels. It also inhibits glutamate induced depolarizations.","['DrugA', 'DrugB', 'DrugC']"
165,DB00835,Brompheniramine,Small Molecule,C16H19BrN2,CN(C)CCC(C1=CC=C(Br)C=C1)C1=CC=CC=N1,"Histamine H1 antagonist used in treatment of allergies, rhinitis, and urticaria.","['DrugA', 'DrugB', 'DrugC']"
